_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
48,True,"St. Thomas More, Bethel Park",Church,"126 Fort Couch Road, Bethel Park, PA",www.stmpgh.org/morefish,"Friday Mar 31 from 4:30 PM to 7:30 PM, Friday Apr 7 from 4:30 PM to 7:30 PM, Friday Mar 17 from 4:30 PM to 7:30 PM, Friday Mar 3 from 4:30 PM to 7:30 PM, Friday Mar 10 from 4:30 PM to 7:30 PM, Friday Mar 24 from 4:30 PM to 7:30 PM","Fridays of Lent, except Good Friday, 4:30-7:30 p.m., Family Life Center, 126 Fort Couch Road."," hand-breaded fried fish or baked fish dinner, with side of pasta marinara or french fries; pasta dinner with featured sauce or marinara sauce. Dinners are $10 for adults, $5 for children, and include choice of salad, cole slaw or applesauce. All-you-can-eat pasta with marinara sauce is $10. Half portions of regular features, or buttered noodles with a side and roll for kids, are available. Also offering hand-breaded fried fish sandwich only. Gluten-free fish and pasta available. A la carte menu: macaroni and cheese, french fries, homemade soup, pizza. Featured sauces made by parishioner Lucia Facco are: March 3, shrimp sauce; March 10, three-pepper sauce; March 17, smoked salmon sauce; March 24, shrimp sauce; March 31, three-pepper sauce; April 7, smoked salmon sauce. Desserts feature cakes, cookies and ice cream. Show special STM app at cash register and receive ticket for free dessert. Beer, wine and soda available for sale. ",,412-833-0031,,,True,True,,,True,280,40.342445,-80.052163
49,True,Jimmy Gs Grill,Restaurant,"341 South Central Ave. Canonsburg, PA 15317",http://jimmygsgrill.com/,"Friday Apr 7 from 11:00 AM to 11:45 PM, Wednesday Mar 1 from 11:00 AM to 10:00 PM, Friday Mar 17 from 11:00 AM to 11:45 PM, Friday Mar 10 from 11:00 AM to 11:45 PM, Friday Apr 14 from 11:00 AM to 11:45 PM, Friday Mar 3 from 11:00 AM to 11:00 AM, Friday Mar 24 from 11:00 AM to 11:45 PM, Friday Mar 31 from 11:00 AM to 11:45 PM",,,,724-745-5666,,,,True,True,True,True,225,40.253097,-80.184174
50,True,"Our Lady of Fatima, Hopewell Township",Church,"2270 Brodhead Road Hopewell Township, PA",http://www.olof.us/,"Friday Mar 31 from 4:00 AM to 7:00 PM, Friday Apr 14 from 3:00 AM to 7:00 PM, Friday Apr 7 from 4:00 AM to 7:00 PM, Friday Mar 17 from 4:00 AM to 7:00 PM, Friday Mar 10 from 4:00 AM to 7:00 PM, Friday Mar 3 from 4:00 AM to 7:00 PM, Friday Mar 24 from 4:00 AM to 7:00 PM",,"We are offering both take out and eat in sandwiches and dinners in Kohler Hall.  We have both fr ied and  baked fish, fried shrimp, halushki, pierogies, French fries, fr eshly cooked  vegetables, and homemade desserts. ",,412-375-7672,,False,True,False,False,,True,20,40.585077,-80.257412
51,True,Kretzler's Tavern,Restaurant,"2240 Babcock Blvd., Pittsburgh, Pennsylvania",http://www.kretzlerstavern.com/,,,famous fish sandwich,,,,,,True,True,,True,286,40.512522,-79.997174
52,True,Trinity Lutheran,Church,"3102 Sherwood Ave., Sheraden, PA",http://www.trinitysheraden.com/UpcomingEvents.htm,"Wednesday Mar 1 from 12:00 PM to 6:00 PM, Friday Apr 14 from 12:00 PM to 6:00 PM, Friday Mar 10 from 12:00 PM to 6:00 PM, Friday Mar 17 from 12:00 PM to 6:00 PM, Friday Apr 7 from 12:00 PM to 6:00 PM, Friday Mar 24 from 12:00 PM to 6:00 PM, Friday Mar 3 from 12:00 PM to 6:00 PM, Friday Mar 31 from 12:00 PM to 6:00 PM",Noon-6 Ash Wednesday and Fridays of Lent,"All Dinners/Platters include 1 side dish, coleslaw, roll, butter and dessert. All you can eat fish dinner $10.75 Seafood platter (fish, crab cake and shrimp $9.00 Fish dinner (breaded and fried) $7.75 Fish sandwich dinner $7.75 Shrimp dinner $7.75 Crab Cake Dinner $7.75 Clam strips dinner $7.75 Shrimp only (6 pieces) $5.50 Clam strip only $5.50 Fish sandwich $5.00 Fish on a dish (1 piece) $3.50 Crab cake on a dish (1 piece) $3.50 Macaroni and Cheese $2.25 French Fries $2.25 Haluski $2.25 Pierogies $2.25 Coleslaw $.75 Dessert $1.00 Pop $1.00 Coffee $.75 Extra Bun $.35",Entrance on the side,412-331-0600,,False,True,False,True,False,True,153,40.455098,-80.058133
53,True,"St. Therese of Lisieux, Munhall",Church,"3 St. Therese Court Pittsburgh, PA",http://www.st-therese.net/,"Friday Mar 17 from 3:30 PM to 7:00 PM, Friday Mar 31 from 3:30 PM to 7:00 PM, Friday Apr 14 from 3:30 PM to 7:00 PM, Friday Apr 7 from 3:30 PM to 7:00 PM, Friday Mar 3 from 3:30 PM to 7:00 PM, Friday Mar 10 from 3:30 PM to 7:00 PM, Friday Mar 24 from 3:30 PM to 7:00 PM",,,,412-462-8164,,,True,,False,,True,48,40.387956,-79.901066
54,False,Doublewide Grill (North Huntingdon),,"8695 U.S. Hwy 30, Irwin, PA",,,,,,,,,,,,,False,85,40.318748,-79.686583
55,False,Larimer VFD,,"1340 Brownstown Rd., Larimer, PA",,,,,,,,,,,,,False,148,40.344486,-79.72572
56,False,Fayette City VFC,,"340 Second Street, Fayette City, PA 15438",,,,,,,,,,,,,False,128,40.098682,-79.839722
57,True,"St. Titus, Aliquippa",Church,"952 Franklin Ave. Aliquippa, PA", www.sttitus.org,Wednesday Mar 1 from 12:00 PM to 6:30 PM,,,,724-378-2734,,True,True,False,True,,True,50,40.612954,-80.256001
58,True,Epiphany (Uptown),Church,"164 Washington Place Pittsburgh, Pa. 15219",www.epiphanychurch.net,"Wednesday Mar 1 from 11:00 AM to 7:00 PM, Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM",Free parking available.,,McDowell Hall; beneath church,412-471-1008,,,,False,True,,True,9,40.439768,-79.990649
59,True,Immaculate Heart of Mary,Church,"100 Penn Avenue, Mercer, PA",http://www.ihmcmercer.com,"Friday Mar 17 from 5:00 PM to 7:00 PM, Friday Mar 3 from 5:00 PM to 7:00 PM, Friday Apr 7 from 5:00 PM to 7:00 PM, Friday Mar 31 from 5:00 PM to 7:00 PM, Friday Mar 10 from 5:00 PM to 7:00 PM, Friday Apr 14 from 5:00 PM to 7:00 PM, Friday Mar 24 from 5:00 PM to 7:00 PM",,"Adults: 10 dollars; Children: 5 dollars (under 3 free) -- fried fish, fries, coleslaw, bread and butter, coffee, tea, lemonade",Event is in Gallagher Hall,724-662-2999,ihm@zoominternet.net,False,True,False,False,,True,54,41.232051,-80.240215
60,True,Swissvale Fire Department,Fire Department,"7400 Irvine Street, Pittsburgh, PA 15218",http://swissvalefire.org/,"Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM","""Deliciously Famous""",See Website,,4122718787,,False,True,False,True,,True,100,40.420674,-79.889398
61,True,Bridgeville Volunteer Fire Department,Fire Department,"370 Commercial Street, Bridgeville, PA",http://www.bridgevillevfd.com/2017fishfrymenu.pdf,,"4-7 pm biweekly: March 3, 17, 31; April 14",see website link,,,,,,False,False,,True,95,40.362,-80.106939
62,True,Our Place Homemade,Restaurant,"105 Middle Ave., Wilmerding, PA",http://www.ourplacehomemade.comcastbiz.net/,"Friday Mar 31 from 11:00 AM to 8:00 PM, Friday Apr 14 from 11:00 AM to 8:00 PM, Friday Mar 24 from 11:00 AM to 8:00 PM, Friday Mar 3 from 11:00 AM to 8:00 PM, Friday Apr 7 from 11:00 AM to 8:00 PM, Friday Mar 17 from 11:00 AM to 8:00 PM, Friday Mar 10 from 11:00 AM to 8:00 PM, Wednesday Mar 1 from 11:00 AM to 8:00 PM",Homemade Fish Sticks!,"Fish Sandwich , 1 lb Giant Fish Hoagie , Tuna Salad , Homemade Fish Sticks , Shrimp Basket Stuffed Shrimp , Stuffed Flounder , Crab Cakes , Fish Dinner Special Sides: Mac & Cheese , Fresh Cut Fries , Pierogies , Haluksi , New England Clam Chow",,412-646-2786,,True,,False,True,,True,164,40.395375,-79.803132
63,True,Option Independent Fire Company,,"825 Streets Run Road, Pittsburgh, PA",,"Friday Mar 17 from 3:00 AM to 7:00 PM, Friday Apr 7 from 3:00 AM to 7:00 PM, Friday Mar 10 from 3:00 AM to 7:00 PM, Friday Apr 14 from 3:00 AM to 7:00 PM, Friday Mar 24 from 3:00 AM to 7:00 PM, Friday Mar 3 from 3:00 AM to 7:00 PM, Friday Mar 31 from 3:00 AM to 7:00 PM",,https://www.facebook.com/photo.php?fbid=10212631954581625&set=p.10212631954581625&type=3&theater,,,,,True,,False,,True,129,40.348215,-79.971825
64,True,St. Nicholas Serbian Orthodox,Church,"2110 Haymaker Road, Monroeville, PA",http://www.stnicholasmonroeville.org/,"Friday Apr 7 from 4:00 AM to 6:00 PM, Friday Mar 10 from 4:00 AM to 6:00 PM, Friday Mar 17 from 4:00 AM to 6:00 PM, Friday Mar 24 from 4:00 AM to 6:00 PM, Friday Mar 3 from 4:00 AM to 6:00 PM, Friday Apr 14 from 4:00 AM to 6:00 PM, Friday Mar 31 from 4:00 AM to 6:00 PM",Klub Karadjordje fish fry 4-7 every Friday during Lent.,,,412-856-8166,stnicholasmonroeville@gmail.com,,,False,False,,True,66,40.404933,-79.756456
65,True,"St. Joseph, Verona",Church,"825 Second St. Verona, PA",http://stjosephveronapa.com/event/fish-fry-2017/,"Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Wednesday Mar 1 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM","Note that there is no fish fry on March 31. To place an order, call 412-795-5114 from noon-4 p.m. the day before.","Baked or fried fish dinner, shrimp dinner, homemade soup, hush puppies, haluski, macaroni and cheese, pizza and more.",In the social hall,412-795-5114,joevchurch@verizon.net,,,False,False,,True,37,40.507697,-79.841044
66,False,Hookstown Volunteer Fire Department,,"102 Silver Slipper Rd Hookstown, Pennsylvania",,,,,,,,,,,,,False,81,40.58616,-80.475548
67,True,Holy Trinity National Catholic Church,Church,"605 Hewitt Ave. Washington, PA 15301",http://holytrinitywashingtonpa.org/,"Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Friday Feb 24 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM",,,,724-225-1895,,True,True,False,True,True,True,226,40.174551,-80.248628
68,True,"St. Rosalia Academy, Greenfield",Church,"411 Greenfield Ave. Pittsburgh, PA",http://www.strosaliaparish.org,Wednesday Mar 1 from 11:00 AM to 7:00 PM,"***ASH WEDNESDAY ONLY*** Saint Rosalia Academy along with Saint Rosalia Parish will be having a Fish Fry on Ash Wednesday, March 1, 2017, from 11:00am-7:00pm . ",Menus are available at the entrances to the Church.,Wuerl Hall,412-521-9987,,,True,False,True,True,True,45,40.42573,-79.943023
69,True,Mount Oliver Fire Department,Fire Department,"120 Brownsville Rd., Mount Oliver, PA",https://www.facebook.com/MtOliverFire/,"Friday Mar 3 from 11:00 AM to 7:00 PM, Friday Apr 14 from 11:00 AM to 7:00 PM, Friday Mar 24 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 10 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM",,https://www.facebook.com/MtOliverFire/photos/a.478095408891663.115426.217105154990691/1477773735590487/?type=3&theater,,412-431-5210,,,,,True,,True,291,40.417083,-79.987008
70,True,Mother of Sorrows,Unsure / N/A,"4202 Old William Penn Hwy Murrysville, PA 15668",https://www.facebook.com/motherofsorrowsmurrysville/,"Friday Mar 17 from 11:30 AM to 7:00 PM, Friday Mar 10 from 11:30 AM to 7:00 PM, Friday Mar 3 from 11:30 AM to 7:00 PM, Friday Mar 24 from 11:30 AM to 7:00 PM, Friday Mar 31 from 11:30 AM to 7:00 PM, Friday Apr 7 from 11:30 AM to 7:00 PM",,https://www.facebook.com/motherofsorrowsmurrysville/photos/a.175243462814267.1073741828.174889776182969/432174380454506/?type=3&theater,,724-980-2636,,,True,,True,,True,292,40.429485,-79.686043
71,True,Claridge VFW,Fire Department,"3100 Blocks Rd., Claridge, PA 15623",,"Friday Mar 10 from 11:00 AM to 8:00 PM, Friday Mar 31 from 11:00 AM to 8:00 PM, Friday Apr 14 from 11:00 AM to 8:00 PM, Friday Mar 17 from 11:00 AM to 8:00 PM, Friday Mar 24 from 11:00 AM to 8:00 PM, Friday Apr 7 from 11:00 AM to 8:00 PM, Friday Mar 3 from 11:00 AM to 8:00 PM",,https://www.facebook.com/111109495633531/photos/a.314237345320744.69221.111109495633531/1251260814951721/?type=3&theater,,724-744-2400,,,True,,True,,True,293,40.366033,-79.616433
72,True,"St. Thomas A Becket, Jefferson Hills",Church,"139 Gill Hall Road Pittsburgh, PA",http://saintthomasabecket.com,"Friday Mar 10 from 3:30 PM to 7:00 PM, Friday Mar 3 from 3:30 PM to 7:00 PM, Friday Mar 31 from 3:30 PM to 7:00 PM, Friday Apr 14 from 3:30 PM to 7:00 PM, Friday Mar 17 from 3:30 PM to 7:00 PM, Friday Mar 24 from 3:30 PM to 7:00 PM, Friday Apr 7 from 3:30 PM to 7:00 PM",,See menu at http://saintthomasabecket.com/2017FishFrymenu.pdf,,,,,,False,True,,True,49,40.316059,-79.964112
73,True,Mount St. Peter,Church,"100 Freeport Road, New Kensington, PA",https://www.facebook.com/MSPParish/,"Friday Mar 3 from 11:00 AM to 6:00 PM, Friday Mar 31 from 11:00 AM to 6:00 PM, Friday Apr 7 from 11:00 AM to 6:00 PM, Friday Mar 24 from 11:00 AM to 6:00 PM, Friday Mar 17 from 11:00 AM to 6:00 PM, Friday Mar 10 from 11:00 AM to 6:00 PM",,Baked or fried fish sandwiches or dinners; shrimp dinner; mac n cheese; pasta with marinara or aglio e oglio; pasta fagioli. Dessert available.,,724-335-1458,,,True,,True,True,True,287,40.563602,-79.761143
74,True,Triple Ts Tavern,Restaurant,"30 Oregon Street, Washington PA 15301",https://www.facebook.com/tripletstavern/,"Friday Mar 24 from 4:00 PM to 2:00 AM, Friday Mar 17 from 4:00 PM to 2:00 AM, Friday Mar 31 from 4:00 PM to 2:00 AM, Friday Apr 14 from 4:00 PM to 2:00 AM, Friday Mar 3 from 4:00 PM to 2:00 AM, Friday Apr 7 from 4:00 PM to 2:00 AM, Friday Mar 10 from 4:00 PM to 2:00 AM","Fish available on a first come, first served basis. ",a la carte; Menu includes 8oz breaded Icelandic cod sandwich or breaded deep fried shrimp. ,Inside the tavern. Must be 18 to enter. ,724-229-2929,,,True,True,,,True,227,40.16767,-80.251892
75,True,Oakmont Elks,Community Organization,"106 Washington Ave., Oakmont, PA",,"Friday Mar 17 from 5:00 PM to 7:00 PM, Friday Mar 24 from 5:00 PM to 7:00 PM, Friday Apr 7 from 5:00 PM to 7:00 PM, Friday Mar 3 from 5:00 PM to 7:00 PM, Friday Apr 14 from 5:00 PM to 7:00 PM, Friday Mar 10 from 5:00 PM to 7:00 PM, Friday Mar 31 from 5:00 PM to 7:00 PM",Fridays during Lent - confirm time before going Call for takeout.,,,412-828-1668,,,True,,False,,True,75,40.516208,-79.847427
76,True,Unionville Methodist Church,Unsure / N/A,"1297 PA-68, Rochester, PA 15074",http://unionvilleumc.org/,"Friday Apr 14 from 3:00 PM to 6:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Apr 14 from 4:00 PM to 7:00 PM",,See page 26: http://unionvilleumc.org/Newsletter_Page_Site/Newsletter_Page_Frameset.htm,,,,,True,,False,,True,288,40.746226,-80.206967
77,True,"Christ United Methodist Church, Bethel Park",Church,"44 Highland Rd., Bethel Park, PA",,"Friday Mar 10 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 24 from 11:00 AM to 2:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 10 from 11:00 AM to 2:00 PM, Friday Mar 17 from 11:00 AM to 2:00 PM, Friday Apr 7 from 11:00 AM to 2:00 PM, Friday Mar 31 from 11:00 AM to 2:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM",,http://www.christumc.net/content.cfm?id=133&announcement_id=2091,,412-835-6621,,,,,True,,True,294,40.348504,-80.048385
78,True,Wilpen VFD,,"379 Wilpen Rd., Ligonier, PA",https://www.facebook.com/Wilpen-VFD-165522976986550/,"Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM",,*Fish sandwiches *Baked fish *Homemade Haluski *Pierogies *Macaroni and Cheese *Desserts,,724-238-7221,,,True,,False,,True,103,40.281313,-79.195428
79,True,Assumption,Church,"45 North Sprague Avenue, Bellevue, PA 15202",www.assumptionchurch.org,"Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM","To order takeout, call 412-766-9727. We accept credit cards. For wheelchair access, there is a ramp that leads from North Jackson Avenue (behind the church) to our McGovern Hall.  Bathrooms accessible too.","Dinner includes fish fillet, fish sandwich or shrimp, plus choice of sides. Also a la carte menu and bake sale. Cost is $10 for adult dinner, $2.50 for child dinner and $7.75 for sandwich. Menu Highlights  We hand-bread our fish and make slaw from scratch.  We offer traditional and Eastern European sides.  Plus, we offer a Low Carb dinner.",,412-766-6660,,,True,,False,True,True,232,40.497425,-80.05727
80,True,Zelienople Memorial Skate Park,Community Organization,"308 W. New Castle St., Zelienople, PA",,,Fridays 4pm to 8pm March 3rd to April 14th,See their Facebook page,,724-824-3210,,,True,False,False,,True,102,40.795071,-80.139738
81,True,St. Columbkille,Church,"103 Church Rd, Imperial, PA 15126",www.saintcolumbkilleparish.org/,"Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM",,"Menu fish dinner, $7 for adults, $5 for child, $5.50 for senior. Shrimp dinner for $7.50, combo fish and shrimp dinner, and baked fish dinner with green beans almondine instead of french fries. Also featuring fish sandwich for $6, and the famous Columbkille sandwich for $6.50.",Takeout filled in the hall,724-695-9084,,,True,,False,,True,229,40.447793,-80.243387
82,True,"Our Lady of Most Blessed Sacrament, Natrona Heights",Church,"1526 Union Avenue, Natrona Heights, PA 15065",www.olmbss.org,,"Fridays of Lent, including Good Friday, 4-7 p.m.","Dinner menu is deep-fried cod sandwich, plus macaroni and cheese and cole slaw, or deep-fired cod sandwich with chips and cole slaw. A la carte menu includes fried cod sandwich, baked cod, potato and cheese pierogies, macaroni and cheese, cole slaw and chips.",,724-226-4905,,,True,,False,,True,3,40.6234,-79.72977
83,True,Palazzo 1837 Ristorante,Restaurant,"1445 Washington Road, Washington, PA 15301",http://www.palazzo1837.com/,,,,,724-223-1837,,,True,True,True,,True,230,40.499601,-79.626231
84,True,Shenanigans Bar and Grill,Restaurant,"921 Amity Ridge Road Amity, PA 15311",https://www.facebook.com/shenanigansamitypa/,"Friday Mar 3 from 9:00 AM to 12:00 AM, Friday Mar 24 from 9:00 AM to 12:00 AM, Friday Mar 10 from 9:00 AM to 12:00 AM, Friday Apr 7 from 9:00 AM to 12:00 AM, Friday Apr 14 from 9:00 AM to 12:00 AM, Friday Mar 31 from 9:00 AM to 12:00 AM, Friday Mar 17 from 9:00 AM to 12:00 AM",,,,724-225-4646,,,,True,True,,True,231,40.056951,-80.2106
85,True,Corpus Christi,Church,"803 Market St, McKeesport", www.corpuschristimckeesport.com,"Friday Mar 31 from 10:00 AM to 7:00 PM, Friday Apr 7 from 10:00 AM to 7:00 PM, Friday Mar 24 from 10:00 AM to 7:00 PM, Friday Mar 3 from 10:00 AM to 7:00 PM, Friday Mar 17 from 10:00 AM to 7:00 PM, Wednesday Mar 1 from 10:00 AM to 7:00 PM, Friday Mar 10 from 10:00 AM to 7:00 PM","Ten percent of proceeds benefit the Greater Pittsburgh Community Food Bank. takeout and delivery, call 412-672-6004 from 10 a.m.-7 p.m. Last phone order/fax order taken at 5 p.m.","Friday menu: hand-breaded fried fish sandwich, $7; small fried fish sandwich, $4; fried butterfly shrimp, $6; baked fish, $6; tuna salad croissant, $4; toasted cheese sandwich, $3; tuna melt sandwich, $5. Side menu includes specialty soup, tomato soup, homemade pierogies with butter and onions, potato pancakes, cabbage with homemade noodles, baked macaroni and cheese, hush puppies, french fries, stewed tomatoes, cole slaw, applesauce and pickle. Specialty soups of the week: March 3, broccoli cheese; March 10, minestrone; March 17, potato; March 24, vegetable; March 31, lobster bisque; April 7, New England clam chowder. Also, thin crepes filled with sweet cream cheese filling.",,412-672-6004,,True,True,,True,,True,233,40.347688,-79.865687
86,True,Holy Ghost Byzantine Catholic Church,Church,828 Meadow Ave. Charleroi PA 15022,,"Friday Mar 3 from 11:00 AM to 6:00 PM, Friday Mar 10 from 11:00 AM to 6:00 PM, Friday Mar 24 from 11:00 AM to 6:00 PM, Friday Apr 7 from 11:00 AM to 6:00 PM","Eat in or take out. ON THE DAY OF THE SALES, Please call the social hall for takeout orders at 724-489-0500","Fresh breaded one pound fish sandwich. Pirogi. Choice of frozen cabbage pirogi and or frozen lekvar. Cooked potato cheese with butter and onions or can buy frozen. We will be featuring ethnic lenten dishes on these dates.. Soups.. Lima Bean , NE Clam chowder; Halushki, Potato Pancakes, Coleslaw Macaroni with green peppers in tomato sauce. ***There will be different soups and specials for each week*** Also we will be selling Paska Bread for Easter.. (Can call ahead for advance orders)Call by March 12th and pick up on April 7th. Call to order Paska 724-258-5720 or 724-777-2092",,724-489-0500,,True,True,False,True,,True,67,40.139008,-79.90493
87,True,Adamsburg VFD,Fire Department,"495 Edna Rd, Adamsburg, Pennsylvania 15611",https://www.facebook.com/AdamsburgVfd,"Friday Apr 14 from 4:00 PM to 7:00 PM, Friday Apr 7 from 11:00 AM to 1:00 PM, Friday Mar 17 from 4:00 PM to 7:00 PM, Friday Mar 17 from 11:00 AM to 1:00 PM, Wednesday Mar 1 from 11:00 AM to 1:00 PM, Friday Mar 10 from 4:00 PM to 7:00 PM, Wednesday Mar 1 from 4:00 PM to 7:00 PM, Friday Mar 10 from 11:00 AM to 1:00 PM, Friday Mar 31 from 4:00 PM to 7:00 PM, Friday Mar 3 from 4:00 PM to 7:00 PM, Friday Apr 7 from 4:00 PM to 7:00 PM, Friday Mar 24 from 11:00 AM to 1:00 PM, Friday Apr 14 from 11:00 AM to 1:00 PM, Friday Mar 31 from 11:00 AM to 1:00 PM, Friday Mar 3 from 11:00 AM to 1:00 PM, Friday Mar 24 from 4:00 PM to 7:00 PM",Joint Fish Fry w/ the High Park Volunteer Fire Department ,See their Facebook page (https://www.facebook.com/AdamsburgVfd) for the complete menu.,,724-527-2180,,,,False,True,,True,92,40.307082,-79.655381
88,True,Church of the Ascension,Church,"4729 Ellsworth Ave, Pittsburgh, PA",http://www.ascensionpittsburgh.org/lenten-dinner-series/,"Friday Mar 17 from 6:30 PM to 8:30 PM, Friday Mar 31 from 6:30 PM to 8:30 PM, Friday Mar 10 from 6:30 PM to 8:30 PM, Friday Mar 24 from 6:30 PM to 8:30 PM","Evening-long program: Dinner-6:30, Worship-7:15, Teaching-7:30, QA-8:15, Dismiss-8:30. See the website for speakers.","Buffet dinner catered by Denise Bozich. Suggested donations for the dinner are as follows: $7/adult, $3/child, $20 family maximum.",,412-621-4361,,,False,False,False,,True,274,40.449102,-79.946821
89,True,Pitcairn Station 230,Fire Department,"557 Broadway Blvd., Pitcairn, Pa 15140",https://www.facebook.com/Pitcairn-Fire-Department-Station-230-147323132018875/,"Friday Mar 31 from 4:00 AM to 8:00 PM, Friday Mar 3 from 4:00 AM to 8:00 PM, Friday Mar 10 from 4:00 AM to 8:00 PM, Friday Mar 24 from 4:00 AM to 8:00 PM, Friday Apr 14 from 4:00 AM to 8:00 PM, Friday Apr 7 from 4:00 AM to 8:00 PM, Friday Mar 17 from 4:00 AM to 8:00 PM, Wednesday Mar 1 from 4:00 AM to 8:00 PM",Free Delivery,https://www.facebook.com/photo.php?fbid=1466235763388184&set=p.1466235763388184&type=3&theater,Pitcairn Park Building,412-856-5630,,,True,False,False,,True,147,40.402047,-79.776326
90,False,Hartford Heights Volunteer Fire Department,,"14335 U.S. 30, Irwin, PA 15642",,,,,,,,,,,,,False,90,40.352969,-79.767295
91,True,"Our Lady of Victory Maronite Catholic Church, Carnegie",Church,"1000 Lindsay Rd, Carnegie, PA 15106",www.olovpittsburgh.org,,"Fridays of Lent, except Good Friday, noon-7 p.m.","Menu includes fried and baked fish, macaroni and cheese, french fries and a variety of Lebanese side dishes. Cost: dinner with three sides, $14; dinner with two sides, $11; fish sandwich, $6; extra side dishes, $3; children under 10, $5. Credit cards accepted.",,412-278-0841,,,,,True,,True,234,40.41042,-80.090892
92,True,Marianna Volunteer Fire Company,Fire Department,"84 Broad Street Marianna, PA 15345",,"Friday Mar 24 from 11:00 AM to 7:00 PM, Wednesday Mar 1 from 11:00 AM to 7:00 PM, Friday Apr 7 from 11:00 AM to 7:00 PM, Friday Mar 31 from 11:00 AM to 7:00 PM, Friday Mar 17 from 11:00 AM to 7:00 PM, Friday Mar 3 from 11:00 AM to 7:00 PM","No fish fry on Friday, March 10.",,,,,,True,,True,,True,235,40.002959,-80.121921
